Bedding_week,Date,Time,Age_in_months,IdLabel,total_visited_cages
1,2020-08-31,2023-03-15T22:00:00Z,25,14827B,189
1,2020-08-31,2023-03-15T22:00:00Z,37,10793A,18
1,2020-08-31,2023-03-15T23:00:00Z,12,19231J,65
1,2020-08-31,2023-03-15T23:00:00Z,15,18291F,143
1,2020-08-31,2023-03-15T23:00:00Z,18,16829E,19
1,2020-08-31,2023-03-15T23:00:00Z,20,16509C,24
1,2020-08-31,2023-03-15T23:00:00Z,25,14827B,94
1,2020-08-31,2023-03-15T23:00:00Z,37,10793A,26
2,2020-09-01,2023-03-15T00:00:00Z,12,19231J,16
2,2020-09-01,2023-03-15T00:00:00Z,15,18291F,52
2,2020-09-01,2023-03-15T00:00:00Z,18,16829E,23
2,2020-09-01,2023-03-15T00:00:00Z,20,16509C,9
2,2020-09-01,2023-03-15T00:00:00Z,25,14827B,34
2,2020-09-01,2023-03-15T00:00:00Z,37,10793A,43
2,2020-09-01,2023-03-15T01:00:00Z,12,19231J,7
2,2020-09-01,2023-03-15T01:00:00Z,15,18291F,1
2,2020-09-01,2023-03-15T01:00:00Z,18,16829E,18
2,2020-09-01,2023-03-15T01:00:00Z,25,14827B,4
2,2020-09-01,2023-03-15T01:00:00Z,37,10793A,9
2,2020-09-01,2023-03-15T02:00:00Z,15,18291F,1
2,2020-09-01,2023-03-15T02:00:00Z,18,16829E,2
2,2020-09-01,2023-03-15T02:00:00Z,25,14827B,3
2,2020-09-01,2023-03-15T03:00:00Z,12,19231J,3
2,2020-09-01,2023-03-15T03:00:00Z,15,18291F,9
2,2020-09-01,2023-03-15T03:00:00Z,20,16509C,25
2,2020-09-01,2023-03-15T03:00:00Z,25,14827B,6
2,2020-09-01,2023-03-15T03:00:00Z,37,10793A,7
2,2020-09-01,2023-03-15T04:00:00Z,18,16829E,24
2,2020-09-01,2023-03-15T04:00:00Z,25,14827B,18
2,2020-09-01,2023-03-15T04:00:00Z,37,10793A,2
2,2020-09-01,2023-03-15T05:00:00Z,12,19231J,3
2,2020-09-01,2023-03-15T05:00:00Z,15,18291F,10
2,2020-09-01,2023-03-15T05:00:00Z,20,16509C,1
2,2020-09-01,2023-03-15T05:00:00Z,25,14827B,1
2,2020-09-01,2023-03-15T06:00:00Z,12,19231J,3
2,2020-09-01,2023-03-15T06:00:00Z,15,18291F,1
2,2020-09-01,2023-03-15T06:00:00Z,18,16829E,4
2,2020-09-01,2023-03-15T06:00:00Z,20,16509C,14
2,2020-09-01,2023-03-15T06:00:00Z,25,14827B,3
2,2020-09-01,2023-03-15T06:00:00Z,37,10793A,14
2,2020-09-01,2023-03-15T07:00:00Z,12,19231J,8
2,2020-09-01,2023-03-15T07:00:00Z,15,18291F,31
2,2020-09-01,2023-03-15T07:00:00Z,18,16829E,22
2,2020-09-01,2023-03-15T07:00:00Z,20,16509C,1
2,2020-09-01,2023-03-15T07:00:00Z,25,14827B,47
2,2020-09-01,2023-03-15T07:00:00Z,37,10793A,4
2,2020-09-01,2023-03-15T08:00:00Z,12,19231J,58
2,2020-09-01,2023-03-15T08:00:00Z,15,18291F,1
2,2020-09-01,2023-03-15T08:00:00Z,18,16829E,6
2,2020-09-01,2023-03-15T08:00:00Z,20,16509C,36
2,2020-09-01,2023-03-15T08:00:00Z,25,14827B,68
2,2020-09-01,2023-03-15T08:00:00Z,37,10793A,9
2,2020-09-01,2023-03-15T09:00:00Z,12,19231J,1
2,2020-09-01,2023-03-15T09:00:00Z,15,18291F,42
2,2020-09-01,2023-03-15T09:00:00Z,20,16509C,38
2,2020-09-01,2023-03-15T10:00:00Z,15,18291F,17
2,2020-09-01,2023-03-15T10:00:00Z,18,16829E,31
2,2020-09-01,2023-03-15T10:00:00Z,25,14827B,1
2,2020-09-01,2023-03-15T11:00:00Z,12,19231J,17
2,2020-09-01,2023-03-15T11:00:00Z,15,18291F,24
2,2020-09-01,2023-03-15T11:00:00Z,18,16829E,44
2,2020-09-01,2023-03-15T11:00:00Z,20,16509C,51
2,2020-09-01,2023-03-15T11:00:00Z,25,14827B,83
2,2020-09-01,2023-03-15T11:00:00Z,37,10793A,14
2,2020-09-01,2023-03-15T12:00:00Z,15,18291F,13
2,2020-09-01,2023-03-15T12:00:00Z,18,16829E,9
2,2020-09-01,2023-03-15T12:00:00Z,25,14827B,15
2,2020-09-01,2023-03-15T12:00:00Z,37,10793A,6
2,2020-09-01,2023-03-15T13:00:00Z,12,19231J,34
2,2020-09-01,2023-03-15T13:00:00Z,15,18291F,69
2,2020-09-01,2023-03-15T13:00:00Z,18,16829E,21
2,2020-09-01,2023-03-15T13:00:00Z,20,16509C,9
2,2020-09-01,2023-03-15T13:00:00Z,25,14827B,10
2,2020-09-01,2023-03-15T13:00:00Z,37,10793A,15
2,2020-09-01,2023-03-15T14:00:00Z,12,19231J,164
2,2020-09-01,2023-03-15T14:00:00Z,15,18291F,335
2,2020-09-01,2023-03-15T14:00:00Z,18,16829E,176
2,2020-09-01,2023-03-15T14:00:00Z,20,16509C,145
2,2020-09-01,2023-03-15T14:00:00Z,25,14827B,381
2,2020-09-01,2023-03-15T14:00:00Z,37,10793A,31
2,2020-09-01,2023-03-15T15:00:00Z,12,19231J,109
2,2020-09-01,2023-03-15T15:00:00Z,15,18291F,118
2,2020-09-01,2023-03-15T15:00:00Z,18,16829E,100
2,2020-09-01,2023-03-15T15:00:00Z,20,16509C,57
2,2020-09-01,2023-03-15T15:00:00Z,25,14827B,344
2,2020-09-01,2023-03-15T15:00:00Z,37,10793A,80
2,2020-09-01,2023-03-15T16:00:00Z,12,19231J,25
2,2020-09-01,2023-03-15T16:00:00Z,15,18291F,61
2,2020-09-01,2023-03-15T16:00:00Z,18,16829E,37
2,2020-09-01,2023-03-15T16:00:00Z,20,16509C,98
2,2020-09-01,2023-03-15T16:00:00Z,25,14827B,251
2,2020-09-01,2023-03-15T16:00:00Z,37,10793A,2
2,2020-09-01,2023-03-15T17:00:00Z,12,19231J,81
2,2020-09-01,2023-03-15T17:00:00Z,15,18291F,233
2,2020-09-01,2023-03-15T17:00:00Z,18,16829E,120
2,2020-09-01,2023-03-15T17:00:00Z,20,16509C,116
2,2020-09-01,2023-03-15T17:00:00Z,25,14827B,307
2,2020-09-01,2023-03-15T17:00:00Z,37,10793A,13
2,2020-09-01,2023-03-15T18:00:00Z,12,19231J,64
2,2020-09-01,2023-03-15T18:00:00Z,15,18291F,170
2,2020-09-01,2023-03-15T18:00:00Z,18,16829E,35
2,2020-09-01,2023-03-15T18:00:00Z,20,16509C,55
2,2020-09-01,2023-03-15T18:00:00Z,25,14827B,165
2,2020-09-01,2023-03-15T19:00:00Z,12,19231J,41
2,2020-09-01,2023-03-15T19:00:00Z,15,18291F,131
2,2020-09-01,2023-03-15T19:00:00Z,20,16509C,45
2,2020-09-01,2023-03-15T19:00:00Z,25,14827B,4
2,2020-09-01,2023-03-15T20:00:00Z,12,19231J,22
2,2020-09-01,2023-03-15T20:00:00Z,15,18291F,281
2,2020-09-01,2023-03-15T20:00:00Z,18,16829E,15
2,2020-09-01,2023-03-15T20:00:00Z,20,16509C,91
2,2020-09-01,2023-03-15T20:00:00Z,25,14827B,5
2,2020-09-01,2023-03-15T20:00:00Z,37,10793A,13
2,2020-09-01,2023-03-15T21:00:00Z,12,19231J,5
2,2020-09-01,2023-03-15T21:00:00Z,15,18291F,272
2,2020-09-01,2023-03-15T21:00:00Z,18,16829E,32
2,2020-09-01,2023-03-15T21:00:00Z,20,16509C,78
2,2020-09-01,2023-03-15T21:00:00Z,25,14827B,6
2,2020-09-01,2023-03-15T22:00:00Z,12,19231J,7
2,2020-09-01,2023-03-15T22:00:00Z,15,18291F,248
2,2020-09-01,2023-03-15T22:00:00Z,18,16829E,34
2,2020-09-01,2023-03-15T22:00:00Z,20,16509C,20
2,2020-09-01,2023-03-15T22:00:00Z,25,14827B,128
2,2020-09-01,2023-03-15T22:00:00Z,37,10793A,6
2,2020-09-01,2023-03-15T23:00:00Z,12,19231J,65
2,2020-09-01,2023-03-15T23:00:00Z,15,18291F,199
2,2020-09-01,2023-03-15T23:00:00Z,18,16829E,97
2,2020-09-01,2023-03-15T23:00:00Z,20,16509C,10
2,2020-09-01,2023-03-15T23:00:00Z,25,14827B,150
2,2020-09-01,2023-03-15T23:00:00Z,37,10793A,16
2,2020-09-02,2023-03-15T00:00:00Z,12,19231J,47
2,2020-09-02,2023-03-15T00:00:00Z,15,18291F,58
2,2020-09-02,2023-03-15T00:00:00Z,20,16509C,29
2,2020-09-02,2023-03-15T00:00:00Z,25,14827B,135
2,2020-09-02,2023-03-15T00:00:00Z,37,10793A,43
2,2020-09-02,2023-03-15T01:00:00Z,15,18291F,11
2,2020-09-02,2023-03-15T01:00:00Z,18,16829E,9
2,2020-09-02,2023-03-15T01:00:00Z,25,14827B,24
2,2020-09-02,2023-03-15T01:00:00Z,37,10793A,11
2,2020-09-02,2023-03-15T02:00:00Z,12,19231J,5
2,2020-09-02,2023-03-15T02:00:00Z,15,18291F,33
2,2020-09-02,2023-03-15T02:00:00Z,18,16829E,1
2,2020-09-02,2023-03-15T02:00:00Z,25,14827B,3
2,2020-09-02,2023-03-15T03:00:00Z,15,18291F,6
2,2020-09-02,2023-03-15T03:00:00Z,18,16829E,2
2,2020-09-02,2023-03-15T03:00:00Z,20,16509C,1
2,2020-09-02,2023-03-15T03:00:00Z,25,14827B,6
2,2020-09-02,2023-03-15T04:00:00Z,18,16829E,1
2,2020-09-02,2023-03-15T04:00:00Z,20,16509C,6
2,2020-09-02,2023-03-15T04:00:00Z,37,10793A,4
2,2020-09-02,2023-03-15T05:00:00Z,12,19231J,31
2,2020-09-02,2023-03-15T05:00:00Z,15,18291F,1
2,2020-09-02,2023-03-15T05:00:00Z,25,14827B,1
2,2020-09-02,2023-03-15T05:00:00Z,37,10793A,7
2,2020-09-02,2023-03-15T06:00:00Z,15,18291F,1
2,2020-09-02,2023-03-15T06:00:00Z,18,16829E,1
2,2020-09-02,2023-03-15T06:00:00Z,20,16509C,1
2,2020-09-02,2023-03-15T06:00:00Z,37,10793A,11
