Week,Time,Day,Age_in_months,IdLabel,sum_distance_hourly
1,2020-08-26T23:00:00Z,4,37,10793A,2176.90116911621
1,2020-08-27T00:00:00Z,4,37,10793A,4952.89047085357
1,2020-08-27T01:00:00Z,4,37,10793A,6451.45252726786
1,2020-08-27T02:00:00Z,4,37,10793A,1992.1785687483
1,2020-08-27T03:00:00Z,4,37,10793A,309.597860347472
1,2020-08-27T04:00:00Z,4,37,10793A,551.597860347472
1,2020-08-27T07:00:00Z,4,37,10793A,1903.57425471683
1,2020-08-27T08:00:00Z,4,37,10793A,177.597860347472
1,2020-08-27T09:00:00Z,4,37,10793A,3174.89542449768
1,2020-08-27T10:00:00Z,4,37,10793A,1416.37853402188
1,2020-08-27T12:00:00Z,5,12,19231J,1437.38498770588
1,2020-08-27T13:00:00Z,5,12,19231J,46140.1361255598
1,2020-08-27T14:00:00Z,5,12,19231J,57600.4754843905
1,2020-08-27T15:00:00Z,5,12,19231J,0
1,2020-08-27T16:00:00Z,5,12,19231J,27391.938761695
1,2020-08-27T17:00:00Z,5,12,19231J,85785.9267879797
1,2020-08-27T18:00:00Z,5,12,19231J,46378.2335230907
1,2020-08-27T19:00:00Z,5,12,19231J,31957.7326281479
1,2020-08-27T20:00:00Z,5,12,19231J,42018.8890076036
1,2020-08-27T21:00:00Z,5,12,19231J,28854.1391118892
1,2020-08-27T22:00:00Z,5,12,19231J,177.597860347472
1,2020-08-27T23:00:00Z,5,12,19231J,1728.1785687483
1,2020-08-28T00:00:00Z,5,12,19231J,25017.2075112737
1,2020-08-28T01:00:00Z,5,12,19231J,932.378534021882
1,2020-08-28T02:00:00Z,5,12,19231J,0
1,2020-08-28T03:00:00Z,5,12,19231J,1993.56134734882
1,2020-08-28T04:00:00Z,5,12,19231J,466.189267010941
1,2020-08-28T06:00:00Z,5,12,19231J,10756.6981687342
