Week,Time,Day,Age_in_months,IdLabel,sum_distance_hourly
1,14:00:00,6,18,16829E,8234.48628587825
1,15:00:00,6,18,16829E,309.597860347472
1,16:00:00,6,18,16829E,17881.1618387674
1,17:00:00,6,18,16829E,19550.1811998194
1,18:00:00,6,18,16829E,3343.16141680166
1,19:00:00,6,18,16829E,3603.96569610671
1,20:00:00,6,18,16829E,9163.49494866762
1,21:00:00,6,18,16829E,11854.8799363735
1,22:00:00,6,18,16829E,11786.28852971
1,23:00:00,6,18,16829E,5662.74857888649
1,12:00:00,6,20,16509C,1174.37853402188
1,13:00:00,6,20,16509C,7634.30992623531
1,14:00:00,6,20,16509C,5442.14426485502
1,15:00:00,6,20,16509C,906.793581042416
1,16:00:00,6,20,16509C,26086.6523692243
1,17:00:00,6,20,16509C,34842.3579814282
1,18:00:00,6,20,16509C,8386.88842553077
1,19:00:00,6,20,16509C,7634.30992623531
1,20:00:00,6,20,16509C,11315.8498770589
1,21:00:00,6,20,16509C,11900.8670290055
1,22:00:00,6,20,16509C,16314.2542258168
1,23:00:00,6,20,16509C,8631.09059990972
1,12:00:00,6,25,14827B,355.195720694944
1,13:00:00,6,25,14827B,11930.6706215863
1,14:00:00,6,25,14827B,7365.12711290837
1,15:00:00,6,25,14827B,906.793581042416
1,16:00:00,6,25,14827B,44772.9031515703
1,17:00:00,6,25,14827B,46150.6143222689
1,18:00:00,6,25,14827B,45885.4515790594
1,19:00:00,6,25,14827B,11431.2705397482
1,20:00:00,6,25,14827B,1063.38498770589
1,21:00:00,6,25,14827B,9321.49850652199
1,22:00:00,6,25,14827B,47354.3577241609
1,23:00:00,6,25,14827B,44243.701803034
1,12:00:00,6,37,10793A,2102.1785687483
1,14:00:00,6,37,10793A,1148.79358104242
1,16:00:00,6,37,10793A,5497.84750417092
1,17:00:00,6,37,10793A,4949.44536451839
1,18:00:00,6,37,10793A,5433.66539990945
1,19:00:00,6,37,10793A,309.597860347472
1,20:00:00,6,37,10793A,309.597860347472
1,22:00:00,6,37,10793A,664.793581042416
1,23:00:00,6,37,10793A,6782.83035222428
1,12:00:00,7,12,19231J,242
1,13:00:00,7,12,19231J,35865.2631618295
1,14:00:00,7,12,19231J,51292.1383433034
1,15:00:00,7,12,19231J,15877.4586904558
1,16:00:00,7,12,19231J,27411.428550374
1,17:00:00,7,12,19231J,24268.1311513756
1,18:00:00,7,12,19231J,6256.04393393133
1,19:00:00,7,12,19231J,4473.32486907659
1,20:00:00,7,12,19231J,4465.78943086442
1,21:00:00,7,12,19231J,25796.6869279044
1,22:00:00,7,12,19231J,17153.9066489763
1,23:00:00,7,12,19231J,19459.3444611977
1,12:00:00,7,15,18291F,7148.95580131018
1,13:00:00,7,15,18291F,6109.31417081395
1,14:00:00,7,15,18291F,3413.13560206565
1,15:00:00,7,15,18291F,39318.4958721499
1,16:00:00,7,15,18291F,44001.2013801036
1,17:00:00,7,15,18291F,24949.9921909917
1,18:00:00,7,15,18291F,21353.1792340473
1,19:00:00,7,15,18291F,29837.271916471
1,20:00:00,7,15,18291F,4925.07399324598
1,21:00:00,7,15,18291F,20373.697403571
1,22:00:00,7,15,18291F,6491.47834200387
1,23:00:00,7,15,18291F,6252.84821323639
1,12:00:00,7,18,16829E,885.787127358413
1,14:00:00,7,18,16829E,6815.12711290838
1,15:00:00,7,18,16829E,20595.9705362832
1,16:00:00,7,18,16829E,21901.9598380206
